# Engine name: Sugar Rocket
# Tue Mar 14 00:46:59 2023
#
#************************************************************************************************************************************************************************************
# Results of nested analysis
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# Ratio, O/F     pc, MPa  Nozzle inl  Nozzle exi  rho, kg/m^       Tc, K           M       gamma           k     c*, m/s   Is opt, s   Is vac, s      Cf opt      Cf vac    c.factor 
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     1.9140      0.9749      0.0000      4.0000      0.0000   1556.1105     40.0168      1.1415      1.1182    868.0087    114.1913    133.2904      1.4237      1.6319      0.8904 
     1.9140      0.9767      0.0000      4.0000      0.0000   1556.1808     40.0177      1.1415      1.1182    868.0321    114.1950    133.2939      1.4237      1.6319      0.8904 
     1.9140      0.9785      0.0000      4.0000      0.0000   1556.2509     40.0186      1.1414      1.1182    868.0555    114.1987    133.2974      1.4237      1.6319      0.8904 
     1.9140      0.9803      0.0000      4.0000      0.0000   1556.3208     40.0195      1.1414      1.1182    868.0788    114.2024    133.3009      1.4237      1.6319      0.8905 
     1.9140      0.9821      0.0000      4.0000      0.0000   1556.3905     40.0204      1.1414      1.1182    868.1021    114.2061    133.3044      1.4237      1.6319      0.8905 
     1.9140      0.9839      0.0000      4.0000      0.0000   1556.4601     40.0213      1.1414      1.1182    868.1254    114.2098    133.3079      1.4237      1.6319      0.8905 
     1.9140      0.9857      0.0000      4.0000      0.0000   1556.5295     40.0222      1.1414      1.1182    868.1485    114.2135    133.3114      1.4237      1.6319      0.8905 
     1.9140      0.9875      0.0000      4.0000      0.0000   1556.5988     40.0230      1.1414      1.1182    868.1717    114.2171    133.3149      1.4237      1.6319      0.8905 
     1.9140      0.9893      0.0000      4.0000      0.0000   1556.6678     40.0239      1.1413      1.1182    868.1948    114.2208    133.3183      1.4237      1.6319      0.8905 
     1.9140      0.9911      0.0000      4.0000      0.0000   1556.7367     40.0248      1.1413      1.1183    868.2178    114.2244    133.3218      1.4237      1.6319      0.8906 
     1.9140      0.9929      0.0000      4.0000      0.0000   1556.8055     40.0257      1.1413      1.1183    868.2408    114.2281    133.3252      1.4237      1.6319      0.8906 
     1.9140      0.9947      0.0000      4.0000      0.0000   1556.8740     40.0265      1.1413      1.1183    868.2637    114.2317    133.3287      1.4237      1.6319      0.8906 
     1.9140      0.9965      0.0000      4.0000      0.0000   1556.9424     40.0274      1.1413      1.1183    868.2866    114.2353    133.3321      1.4237      1.6319      0.8906 
     1.9140      0.9983      0.0000      4.0000      0.0000   1557.0106     40.0283      1.1413      1.1183    868.3095    114.2389    133.3355      1.4237      1.6319      0.8906 
     1.9140      1.0001      0.0000      4.0000      0.0000   1557.0787     40.0292      1.1412      1.1183    868.3322    114.2425    133.3389      1.4237      1.6319      0.8907 
     1.9140      1.0019      0.0000      4.0000      0.0000   1557.1466     40.0300      1.1412      1.1183    868.3550    114.2461    133.3424      1.4237      1.6318      0.8907 
     1.9140      1.0037      0.0000      4.0000      0.0000   1557.2143     40.0309      1.1412      1.1183    868.3777    114.2497    133.3458      1.4237      1.6318      0.8907 
     1.9140      1.0055      0.0000      4.0000      0.0000   1557.2819     40.0317      1.1412      1.1183    868.4004    114.2533    133.3492      1.4237      1.6318      0.8907 
     1.9140      1.0073      0.0000      4.0000      0.0000   1557.3493     40.0326      1.1412      1.1183    868.4230    114.2569    133.3525      1.4237      1.6318      0.8907 
     1.9140      1.0091      0.0000      4.0000      0.0000   1557.4166     40.0335      1.1412      1.1183    868.4455    114.2604    133.3559      1.4237      1.6318      0.8907 
     1.9140      1.0109      0.0000      4.0000      0.0000   1557.4837     40.0343      1.1412      1.1184    868.4680    114.2640    133.3593      1.4237      1.6318      0.8908 
     1.9140      1.0127      0.0000      4.0000      0.0000   1557.5506     40.0352      1.1411      1.1184    868.4905    114.2675    133.3627      1.4237      1.6318      0.8908 
     1.9140      1.0145      0.0000      4.0000      0.0000   1557.6174     40.0360      1.1411      1.1184    868.5129    114.2711    133.3660      1.4237      1.6318      0.8908 
     1.9140      1.0163      0.0000      4.0000      0.0000   1557.6840     40.0369      1.1411      1.1184    868.5353    114.2746    133.3694      1.4237      1.6318      0.8908 
     1.9140      1.0181      0.0000      4.0000      0.0000   1557.7504     40.0377      1.1411      1.1184    868.5576    114.2782    133.3727      1.4237      1.6318      0.8908 
     1.9140      1.0199      0.0000      4.0000      0.0000   1557.8167     40.0386      1.1411      1.1184    868.5799    114.2817    133.3761      1.4237      1.6318      0.8909 
     1.9140      1.0217      0.0000      4.0000      0.0000   1557.8828     40.0394      1.1411      1.1184    868.6022    114.2852    133.3794      1.4237      1.6318      0.8909 
     1.9140      1.0235      0.0000      4.0000      0.0000   1557.9488     40.0402      1.1410      1.1184    868.6244    114.2887    133.3827      1.4237      1.6318      0.8909 
     1.9140      1.0253      0.0000      4.0000      0.0000   1558.0146     40.0411      1.1410      1.1184    868.6465    114.2922    133.3860      1.4237      1.6318      0.8909 
     1.9140      1.0271      0.0000      4.0000      0.0000   1558.0803     40.0419      1.1410      1.1184    868.6686    114.2957    133.3893      1.4237      1.6318      0.8909 
     1.9140      1.0289      0.0000      4.0000      0.0000   1558.1458     40.0428      1.1410      1.1184    868.6907    114.2992    133.3927      1.4237      1.6318      0.8909 
     1.9140      1.0307      0.0000      4.0000      0.0000   1558.2111     40.0436      1.1410      1.1185    868.7127    114.3026    133.3959      1.4237      1.6318      0.8910 
     1.9140      1.0325      0.0000      4.0000      0.0000   1558.2763     40.0444      1.1410      1.1185    868.7347    114.3061    133.3992      1.4237      1.6318      0.8910 
     1.9140      1.0343      0.0000      4.0000      0.0000   1558.3414     40.0452      1.1410      1.1185    868.7566    114.3096    133.4025      1.4237      1.6318      0.8910 
     1.9140      1.0361      0.0000      4.0000      0.0000   1558.4063     40.0461      1.1409      1.1185    868.7785    114.3130    133.4058      1.4237      1.6318      0.8910 
     1.9140      1.0379      0.0000      4.0000      0.0000   1558.4710     40.0469      1.1409      1.1185    868.8003    114.3165    133.4091      1.4237      1.6318      0.8910 
     1.9140      1.0397      0.0000      4.0000      0.0000   1558.5356     40.0477      1.1409      1.1185    868.8221    114.3199    133.4123      1.4237      1.6318      0.8910 
     1.9140      1.0415      0.0000      4.0000      0.0000   1558.6000     40.0485      1.1409      1.1185    868.8439    114.3233    133.4156      1.4237      1.6318      0.8911 
     1.9140      1.0433      0.0000      4.0000      0.0000   1558.6643     40.0494      1.1409      1.1185    868.8656    114.3267    133.4188      1.4237      1.6318      0.8911 
     1.9140      1.0451      0.0000      4.0000      0.0000   1558.7285     40.0502      1.1409      1.1185    868.8873    114.3302    133.4221      1.4237      1.6318      0.8911 
     1.9140      1.0469      0.0000      4.0000      0.0000   1558.7924     40.0510      1.1408      1.1185    868.9089    114.3336    133.4253      1.4237      1.6318      0.8911 
     1.9140      1.0487      0.0000      4.0000      0.0000   1558.8563     40.0518      1.1408      1.1185    868.9305    114.3370    133.4285      1.4237      1.6318      0.8911 
     1.9140      1.0505      0.0000      4.0000      0.0000   1558.9200     40.0526      1.1408      1.1186    868.9520    114.3404    133.4318      1.4237      1.6317      0.8911 
     1.9140      1.0523      0.0000      4.0000      0.0000   1558.9835     40.0534      1.1408      1.1186    868.9735    114.3438    133.4350      1.4237      1.6317      0.8912 
     1.9140      1.0541      0.0000      4.0000      0.0000   1559.0469     40.0542      1.1408      1.1186    868.9949    114.3471    133.4382      1.4237      1.6317      0.8912 
     1.9140      1.0559      0.0000      4.0000      0.0000   1559.1101     40.0551      1.1408      1.1186    869.0164    114.3505    133.4414      1.4237      1.6317      0.8912 
     1.9140      1.0577      0.0000      4.0000      0.0000   1559.1732     40.0559      1.1408      1.1186    869.0377    114.3539    133.4446      1.4237      1.6317      0.8912 
     1.9140      1.0595      0.0000      4.0000      0.0000   1559.2362     40.0567      1.1407      1.1186    869.0591    114.3572    133.4478      1.4237      1.6317      0.8912 
     1.9140      1.0613      0.0000      4.0000      0.0000   1559.2990     40.0575      1.1407      1.1186    869.0803    114.3606    133.4510      1.4237      1.6317      0.8912 
     1.9140      1.0631      0.0000      4.0000      0.0000   1559.3617     40.0583      1.1407      1.1186    869.1016    114.3639    133.4541      1.4237      1.6317      0.8913 
     1.9140      1.0649      0.0000      4.0000      0.0000   1559.4242     40.0591      1.1407      1.1186    869.1228    114.3673    133.4573      1.4237      1.6317      0.8913 
     1.9140      1.0667      0.0000      4.0000      0.0000   1559.4866     40.0599      1.1407      1.1186    869.1439    114.3706    133.4605      1.4237      1.6317      0.8913 
     1.9140      1.0685      0.0000      4.0000      0.0000   1559.5488     40.0606      1.1407      1.1186    869.1651    114.3739    133.4636      1.4237      1.6317      0.8913 
     1.9140      1.0703      0.0000      4.0000      0.0000   1559.6109     40.0614      1.1407      1.1186    869.1861    114.3772    133.4668      1.4237      1.6317      0.8913 
     1.9140      1.0721      0.0000      4.0000      0.0000   1559.6728     40.0622      1.1406      1.1187    869.2072    114.3806    133.4699      1.4237      1.6317      0.8914 
     1.9140      1.0739      0.0000      4.0000      0.0000   1559.7346     40.0630      1.1406      1.1187    869.2282    114.3839    133.4731      1.4237      1.6317      0.8914 
     1.9140      1.0757      0.0000      4.0000      0.0000   1559.7963     40.0638      1.1406      1.1187    869.2491    114.3872    133.4762      1.4237      1.6317      0.8914 
     1.9140      1.0775      0.0000      4.0000      0.0000   1559.8578     40.0646      1.1406      1.1187    869.2701    114.3905    133.4793      1.4237      1.6317      0.8914 
     1.9140      1.0793      0.0000      4.0000      0.0000   1559.9192     40.0654      1.1406      1.1187    869.2909    114.3937    133.4824      1.4237      1.6317      0.8914 
     1.9140      1.0811      0.0000      4.0000      0.0000   1559.9805     40.0662      1.1406      1.1187    869.3118    114.3970    133.4855      1.4237      1.6317      0.8914 
     1.9140      1.0829      0.0000      4.0000      0.0000   1560.0416     40.0669      1.1406      1.1187    869.3326    114.4003    133.4886      1.4237      1.6317      0.8915 
     1.9140      1.0847      0.0000      4.0000      0.0000   1560.1025     40.0677      1.1405      1.1187    869.3533    114.4036    133.4917      1.4237      1.6317      0.8915 
     1.9140      1.0865      0.0000      4.0000      0.0000   1560.1634     40.0685      1.1405      1.1187    869.3740    114.4068    133.4948      1.4237      1.6317      0.8915 
     1.9140      1.0883      0.0000      4.0000      0.0000   1560.2241     40.0693      1.1405      1.1187    869.3947    114.4101    133.4979      1.4237      1.6317      0.8915 
     1.9140      1.0901      0.0000      4.0000      0.0000   1560.2846     40.0700      1.1405      1.1187    869.4154    114.4133    133.5010      1.4237      1.6317      0.8915 
     1.9140      1.0919      0.0000      4.0000      0.0000   1560.3451     40.0708      1.1405      1.1187    869.4360    114.4165    133.5041      1.4237      1.6317      0.8915 
     1.9140      1.0937      0.0000      4.0000      0.0000   1560.4053     40.0716      1.1405      1.1188    869.4565    114.4198    133.5072      1.4237      1.6317      0.8915 
     1.9140      1.0955      0.0000      4.0000      0.0000   1560.4655     40.0724      1.1405      1.1188    869.4770    114.4230    133.5102      1.4237      1.6317      0.8916 
     1.9140      1.0973      0.0000      4.0000      0.0000   1560.5255     40.0731      1.1405      1.1188    869.4975    114.4262    133.5133      1.4237      1.6317      0.8916 
     1.9140      1.0991      0.0000      4.0000      0.0000   1560.5854     40.0739      1.1404      1.1188    869.5180    114.4294    133.5163      1.4237      1.6317      0.8916 
     1.9140      1.1009      0.0000      4.0000      0.0000   1560.6451     40.0746      1.1404      1.1188    869.5384    114.4326    133.5194      1.4237      1.6316      0.8916 
     1.9140      1.1027      0.0000      4.0000      0.0000   1560.7048     40.0754      1.1404      1.1188    869.5587    114.4358    133.5224      1.4237      1.6316      0.8916 
     1.9140      1.1045      0.0000      4.0000      0.0000   1560.7642     40.0762      1.1404      1.1188    869.5791    114.4390    133.5254      1.4237      1.6316      0.8916 
     1.9140      1.1063      0.0000      4.0000      0.0000   1560.8236     40.0769      1.1404      1.1188    869.5993    114.4422    133.5285      1.4237      1.6316      0.8917 
     1.9140      1.1081      0.0000      4.0000      0.0000   1560.8828     40.0777      1.1404      1.1188    869.6196    114.4454    133.5315      1.4237      1.6316      0.8917 
     1.9140      1.1099      0.0000      4.0000      0.0000   1560.9419     40.0784      1.1404      1.1188    869.6398    114.4486    133.5345      1.4237      1.6316      0.8917 
     1.9140      1.1117      0.0000      4.0000      0.0000   1561.0008     40.0792      1.1403      1.1188    869.6600    114.4517    133.5375      1.4237      1.6316      0.8917 
     1.9140      1.1135      0.0000      4.0000      0.0000   1561.0597     40.0799      1.1403      1.1188    869.6801    114.4549    133.5405      1.4237      1.6316      0.8917 
     1.9140      1.1153      0.0000      4.0000      0.0000   1561.1184     40.0807      1.1403      1.1189    869.7002    114.4581    133.5435      1.4237      1.6316      0.8917 
     1.9140      1.1171      0.0000      4.0000      0.0000   1561.1769     40.0814      1.1403      1.1189    869.7203    114.4612    133.5465      1.4237      1.6316      0.8918 
     1.9140      1.1189      0.0000      4.0000      0.0000   1561.2354     40.0822      1.1403      1.1189    869.7403    114.4644    133.5495      1.4237      1.6316      0.8918 
     1.9140      1.1207      0.0000      4.0000      0.0000   1561.2937     40.0829      1.1403      1.1189    869.7603    114.4675    133.5525      1.4237      1.6316      0.8918 
     1.9140      1.1225      0.0000      4.0000      0.0000   1561.3519     40.0837      1.1403      1.1189    869.7802    114.4706    133.5555      1.4237      1.6316      0.8918 
     1.9140      1.1243      0.0000      4.0000      0.0000   1561.4099     40.0844      1.1403      1.1189    869.8002    114.4738    133.5584      1.4237      1.6316      0.8918 
     1.9140      1.1261      0.0000      4.0000      0.0000   1561.4678     40.0852      1.1402      1.1189    869.8200    114.4769    133.5614      1.4237      1.6316      0.8918 
     1.9140      1.1279      0.0000      4.0000      0.0000   1561.5256     40.0859      1.1402      1.1189    869.8399    114.4800    133.5644      1.4237      1.6316      0.8919 
     1.9140      1.1297      0.0000      4.0000      0.0000   1561.5833     40.0866      1.1402      1.1189    869.8597    114.4831    133.5673      1.4237      1.6316      0.8919 
     1.9140      1.1315      0.0000      4.0000      0.0000   1561.6408     40.0874      1.1402      1.1189    869.8794    114.4862    133.5703      1.4237      1.6316      0.8919 
     1.9140      1.1333      0.0000      4.0000      0.0000   1561.6983     40.0881      1.1402      1.1189    869.8992    114.4893    133.5732      1.4237      1.6316      0.8919 
     1.9140      1.1351      0.0000      4.0000      0.0000   1561.7556     40.0888      1.1402      1.1189    869.9189    114.4924    133.5761      1.4237      1.6316      0.8919 
     1.9140      1.1369      0.0000      4.0000      0.0000   1561.8127     40.0896      1.1402      1.1190    869.9385    114.4955    133.5791      1.4237      1.6316      0.8919 
     1.9140      1.1387      0.0000      4.0000      0.0000   1561.8698     40.0903      1.1401      1.1190    869.9582    114.4986    133.5820      1.4237      1.6316      0.8919 
     1.9140      1.1405      0.0000      4.0000      0.0000   1561.9267     40.0910      1.1401      1.1190    869.9777    114.5016    133.5849      1.4237      1.6316      0.8920 
     1.9140      1.1423      0.0000      4.0000      0.0000   1561.9835     40.0918      1.1401      1.1190    869.9973    114.5047    133.5878      1.4237      1.6316      0.8920 
     1.9140      1.1441      0.0000      4.0000      0.0000   1562.0402     40.0925      1.1401      1.1190    870.0168    114.5078    133.5907      1.4237      1.6316      0.8920 
     1.9140      1.1459      0.0000      4.0000      0.0000   1562.0967     40.0932      1.1401      1.1190    870.0363    114.5108    133.5936      1.4237      1.6316      0.8920 
     1.9140      1.1477      0.0000      4.0000      0.0000   1562.1532     40.0939      1.1401      1.1190    870.0557    114.5139    133.5965      1.4237      1.6316      0.8920 
     1.9140      1.1495      0.0000      4.0000      0.0000   1562.2095     40.0946      1.1401      1.1190    870.0752    114.5169    133.5994      1.4237      1.6316      0.8920 
     1.9140      1.1513      0.0000      4.0000      0.0000   1562.2657     40.0954      1.1401      1.1190    870.0945    114.5199    133.6023      1.4237      1.6316      0.8921 
     1.9140      1.1531      0.0000      4.0000      0.0000   1562.3217     40.0961      1.1400      1.1190    870.1139    114.5230    133.6052      1.4237      1.6316      0.8921 
     1.9140      1.1549      0.0000      4.0000      0.0000   1562.3777     40.0968      1.1400      1.1190    870.1332    114.5260    133.6081      1.4237      1.6316      0.8921 
     1.9140      1.1567      0.0000      4.0000      0.0000   1562.4335     40.0975      1.1400      1.1190    870.1524    114.5290    133.6109      1.4237      1.6315      0.8921 
     1.9140      1.1585      0.0000      4.0000      0.0000   1562.4892     40.0982      1.1400      1.1190    870.1717    114.5320    133.6138      1.4237      1.6315      0.8921 
     1.9140      1.1603      0.0000      4.0000      0.0000   1562.5448     40.0989      1.1400      1.1191    870.1909    114.5350    133.6167      1.4237      1.6315      0.8921 
     1.9140      1.1621      0.0000      4.0000      0.0000   1562.6003     40.0996      1.1400      1.1191    870.2101    114.5380    133.6195      1.4237      1.6315      0.8921 
     1.9140      1.1639      0.0000      4.0000      0.0000   1562.6556     40.1004      1.1400      1.1191    870.2292    114.5410    133.6224      1.4237      1.6315      0.8922 
     1.9140      1.1657      0.0000      4.0000      0.0000   1562.7108     40.1011      1.1400      1.1191    870.2483    114.5440    133.6252      1.4237      1.6315      0.8922 
     1.9140      1.1675      0.0000      4.0000      0.0000   1562.7660     40.1018      1.1399      1.1191    870.2674    114.5470    133.6281      1.4237      1.6315      0.8922 
     1.9140      1.1693      0.0000      4.0000      0.0000   1562.8210     40.1025      1.1399      1.1191    870.2864    114.5500    133.6309      1.4237      1.6315      0.8922 
     1.9140      1.1711      0.0000      4.0000      0.0000   1562.8758     40.1032      1.1399      1.1191    870.3054    114.5530    133.6337      1.4237      1.6315      0.8922 
     1.9140      1.1729      0.0000      4.0000      0.0000   1562.9306     40.1039      1.1399      1.1191    870.3243    114.5559    133.6365      1.4237      1.6315      0.8922 
     1.9140      1.1747      0.0000      4.0000      0.0000   1562.9853     40.1046      1.1399      1.1191    870.3433    114.5589    133.6394      1.4237      1.6315      0.8923 
     1.9140      1.1765      0.0000      4.0000      0.0000   1563.0398     40.1053      1.1399      1.1191    870.3622    114.5619    133.6422      1.4237      1.6315      0.8923 
     1.9140      1.1783      0.0000      4.0000      0.0000   1563.0942     40.1060      1.1399      1.1191    870.3810    114.5648    133.6450      1.4237      1.6315      0.8923 
     1.9140      1.1801      0.0000      4.0000      0.0000   1563.1485     40.1067      1.1399      1.1191    870.3999    114.5678    133.6478      1.4237      1.6315      0.8923 
     1.9140      1.1819      0.0000      4.0000      0.0000   1563.2027     40.1074      1.1398      1.1191    870.4187    114.5707    133.6506      1.4237      1.6315      0.8923 
     1.9140      1.1837      0.0000      4.0000      0.0000   1563.2568     40.1080      1.1398      1.1192    870.4374    114.5736    133.6534      1.4237      1.6315      0.8923 
     1.9140      1.1855      0.0000      4.0000      0.0000   1563.3108     40.1087      1.1398      1.1192    870.4562    114.5766    133.6562      1.4237      1.6315      0.8923 
     1.9140      1.1873      0.0000      4.0000      0.0000   1563.3646     40.1094      1.1398      1.1192    870.4749    114.5795    133.6589      1.4237      1.6315      0.8924 
     1.9140      1.1891      0.0000      4.0000      0.0000   1563.4183     40.1101      1.1398      1.1192    870.4935    114.5824    133.6617      1.4237      1.6315      0.8924 
     1.9140      1.1909      0.0000      4.0000      0.0000   1563.4720     40.1108      1.1398      1.1192    870.5122    114.5853    133.6645      1.4237      1.6315      0.8924 
     1.9140      1.1927      0.0000      4.0000      0.0000   1563.5255     40.1115      1.1398      1.1192    870.5308    114.5882    133.6673      1.4237      1.6315      0.8924 
     1.9140      1.1945      0.0000      4.0000      0.0000   1563.5789     40.1122      1.1398      1.1192    870.5493    114.5912    133.6700      1.4237      1.6315      0.8924 
     1.9140      1.1963      0.0000      4.0000      0.0000   1563.6322     40.1128      1.1397      1.1192    870.5679    114.5941    133.6728      1.4237      1.6315      0.8924 
     1.9140      1.1981      0.0000      4.0000      0.0000   1563.6854     40.1135      1.1397      1.1192    870.5864    114.5969    133.6755      1.4237      1.6315      0.8924 
     1.9140      1.1999      0.0000      4.0000      0.0000   1563.7384     40.1142      1.1397      1.1192    870.6048    114.5998    133.6783      1.4237      1.6315      0.8925 
     1.9140      1.2017      0.0000      4.0000      0.0000   1563.7914     40.1149      1.1397      1.1192    870.6233    114.6027    133.6810      1.4237      1.6315      0.8925 
     1.9140      1.2035      0.0000      4.0000      0.0000   1563.8442     40.1156      1.1397      1.1192    870.6417    114.6056    133.6838      1.4237      1.6315      0.8925 
     1.9140      1.2053      0.0000      4.0000      0.0000   1563.8970     40.1162      1.1397      1.1192    870.6601    114.6085    133.6865      1.4237      1.6315      0.8925 
     1.9140      1.2071      0.0000      4.0000      0.0000   1563.9496     40.1169      1.1397      1.1193    870.6784    114.6113    133.6892      1.4237      1.6315      0.8925 
     1.9140      1.2089      0.0000      4.0000      0.0000   1564.0021     40.1176      1.1397      1.1193    870.6967    114.6142    133.6919      1.4237      1.6315      0.8925 
     1.9140      1.2107      0.0000      4.0000      0.0000   1564.0545     40.1183      1.1397      1.1193    870.7150    114.6171    133.6947      1.4237      1.6315      0.8926 
     1.9140      1.2125      0.0000      4.0000      0.0000   1564.1069     40.1189      1.1396      1.1193    870.7333    114.6199    133.6974      1.4237      1.6315      0.8926 
     1.9140      1.2143      0.0000      4.0000      0.0000   1564.1590     40.1196      1.1396      1.1193    870.7515    114.6228    133.7001      1.4237      1.6315      0.8926 
     1.9140      1.2161      0.0000      4.0000      0.0000   1564.2111     40.1203      1.1396      1.1193    870.7697    114.6256    133.7028      1.4237      1.6315      0.8926 
     1.9140      1.2179      0.0000      4.0000      0.0000   1564.2631     40.1209      1.1396      1.1193    870.7878    114.6284    133.7055      1.4237      1.6314      0.8926 
     1.9140      1.2197      0.0000      4.0000      0.0000   1564.3150     40.1216      1.1396      1.1193    870.8060    114.6313    133.7082      1.4237      1.6314      0.8926 
     1.9140      1.2215      0.0000      4.0000      0.0000   1564.3668     40.1223      1.1396      1.1193    870.8240    114.6341    133.7109      1.4237      1.6314      0.8926 
     1.9140      1.2233      0.0000      4.0000      0.0000   1564.4184     40.1229      1.1396      1.1193    870.8421    114.6369    133.7136      1.4237      1.6314      0.8927 
     1.9140      1.2251      0.0000      4.0000      0.0000   1564.4700     40.1236      1.1396      1.1193    870.8601    114.6397    133.7162      1.4237      1.6314      0.8927 
     1.9140      1.2269      0.0000      4.0000      0.0000   1564.5215     40.1242      1.1395      1.1193    870.8782    114.6425    133.7189      1.4237      1.6314      0.8927 
     1.9140      1.2287      0.0000      4.0000      0.0000   1564.5728     40.1249      1.1395      1.1193    870.8961    114.6453    133.7216      1.4237      1.6314      0.8927 
     1.9140      1.2305      0.0000      4.0000      0.0000   1564.6240     40.1256      1.1395      1.1194    870.9141    114.6481    133.7243      1.4237      1.6314      0.8927 
     1.9140      1.2323      0.0000      4.0000      0.0000   1564.6752     40.1262      1.1395      1.1194    870.9320    114.6509    133.7269      1.4237      1.6314      0.8927 
     1.9140      1.2341      0.0000      4.0000      0.0000   1564.7262     40.1269      1.1395      1.1194    870.9499    114.6537    133.7296      1.4237      1.6314      0.8927 
     1.9140      1.2359      0.0000      4.0000      0.0000   1564.7772     40.1275      1.1395      1.1194    870.9677    114.6565    133.7322      1.4237      1.6314      0.8928 
     1.9140      1.2377      0.0000      4.0000      0.0000   1564.8280     40.1282      1.1395      1.1194    870.9855    114.6593    133.7349      1.4237      1.6314      0.8928 
     1.9140      1.2395      0.0000      4.0000      0.0000   1564.8787     40.1288      1.1395      1.1194    871.0033    114.6621    133.7375      1.4237      1.6314      0.8928 
     1.9140      1.2413      0.0000      4.0000      0.0000   1564.9293     40.1295      1.1395      1.1194    871.0211    114.6649    133.7402      1.4237      1.6314      0.8928 
     1.9140      1.2431      0.0000      4.0000      0.0000   1564.9799     40.1301      1.1394      1.1194    871.0388    114.6676    133.7428      1.4237      1.6314      0.8928 
     1.9140      1.2449      0.0000      4.0000      0.0000   1565.0303     40.1308      1.1394      1.1194    871.0565    114.6704    133.7454      1.4237      1.6314      0.8928 
     1.9140      1.2467      0.0000      4.0000      0.0000   1565.0806     40.1314      1.1394      1.1194    871.0742    114.6731    133.7480      1.4237      1.6314      0.8928 
     1.9140      1.2485      0.0000      4.0000      0.0000   1565.1308     40.1320      1.1394      1.1194    871.0918    114.6759    133.7507      1.4237      1.6314      0.8929 
     1.9140      1.2503      0.0000      4.0000      0.0000   1565.1809     40.1327      1.1394      1.1194    871.1095    114.6786    133.7533      1.4237      1.6314      0.8929 
     1.9140      1.2521      0.0000      4.0000      0.0000   1565.2310     40.1333      1.1394      1.1194    871.1270    114.6814    133.7559      1.4237      1.6314      0.8929 
     1.9140      1.2539      0.0000      4.0000      0.0000   1565.2809     40.1340      1.1394      1.1194    871.1446    114.6841    133.7585      1.4237      1.6314      0.8929 
     1.9140      1.2557      0.0000      4.0000      0.0000   1565.3307     40.1346      1.1394      1.1195    871.1621    114.6869    133.7611      1.4237      1.6314      0.8929 
     1.9140      1.2575      0.0000      4.0000      0.0000   1565.3804     40.1352      1.1394      1.1195    871.1796    114.6896    133.7637      1.4237      1.6314      0.8929 
     1.9140      1.2593      0.0000      4.0000      0.0000   1565.4300     40.1359      1.1393      1.1195    871.1971    114.6923    133.7663      1.4237      1.6314      0.8929 
     1.9140      1.2611      0.0000      4.0000      0.0000   1565.4796     40.1365      1.1393      1.1195    871.2145    114.6950    133.7689      1.4237      1.6314      0.8930 
     1.9140      1.2629      0.0000      4.0000      0.0000   1565.5290     40.1372      1.1393      1.1195    871.2319    114.6978    133.7715      1.4237      1.6314      0.8930 
     1.9140      1.2647      0.0000      4.0000      0.0000   1565.5783     40.1378      1.1393      1.1195    871.2493    114.7005    133.7740      1.4237      1.6314      0.8930 
     1.9140      1.2665      0.0000      4.0000      0.0000   1565.6275     40.1384      1.1393      1.1195    871.2667    114.7032    133.7766      1.4237      1.6314      0.8930 
     1.9140      1.2683      0.0000      4.0000      0.0000   1565.6767     40.1390      1.1393      1.1195    871.2840    114.7059    133.7792      1.4237      1.6314      0.8930 
     1.9140      1.2701      0.0000      4.0000      0.0000   1565.7257     40.1397      1.1393      1.1195    871.3013    114.7086    133.7818      1.4237      1.6314      0.8930 
     1.9140      1.2719      0.0000      4.0000      0.0000   1565.7746     40.1403      1.1393      1.1195    871.3186    114.7113    133.7843      1.4237      1.6314      0.8930 
     1.9140      1.2737      0.0000      4.0000      0.0000   1565.8235     40.1409      1.1393      1.1195    871.3358    114.7139    133.7869      1.4237      1.6314      0.8931 
     1.9140      1.2755      0.0000      4.0000      0.0000   1565.8722     40.1416      1.1392      1.1195    871.3530    114.7166    133.7894      1.4237      1.6314      0.8931 
     1.9140      1.2773      0.0000      4.0000      0.0000   1565.9208     40.1422      1.1392      1.1195    871.3702    114.7193    133.7920      1.4237      1.6314      0.8931 
     1.9140      1.2791      0.0000      4.0000      0.0000   1565.9694     40.1428      1.1392      1.1195    871.3874    114.7220    133.7945      1.4237      1.6314      0.8931 
     1.9140      1.2809      0.0000      4.0000      0.0000   1566.0178     40.1434      1.1392      1.1196    871.4045    114.7246    133.7971      1.4237      1.6314      0.8931 
     1.9140      1.2827      0.0000      4.0000      0.0000   1566.0662     40.1440      1.1392      1.1196    871.4216    114.7273    133.7996      1.4237      1.6313      0.8931 
     1.9140      1.2845      0.0000      4.0000      0.0000   1566.1145     40.1447      1.1392      1.1196    871.4387    114.7300    133.8021      1.4237      1.6313      0.8931 
     1.9140      1.2863      0.0000      4.0000      0.0000   1566.1626     40.1453      1.1392      1.1196    871.4557    114.7326    133.8047      1.4237      1.6313      0.8931 
     1.9140      1.2881      0.0000      4.0000      0.0000   1566.2107     40.1459      1.1392      1.1196    871.4727    114.7353    133.8072      1.4237      1.6313      0.8932 
     1.9140      1.2899      0.0000      4.0000      0.0000   1566.2587     40.1465      1.1392      1.1196    871.4897    114.7379    133.8097      1.4237      1.6313      0.8932 
