# Engine name: Sugar Rocket
# Tue Mar 14 00:53:27 2023
#
#************************************************************************************************************************************************************************************
# Results of nested analysis
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# Ratio, O/F     pc, MPa  Nozzle inl  Nozzle exi  rho, kg/m^       Tc, K           M       gamma           k     c*, m/s   Is opt, s   Is vac, s      Cf opt      Cf vac    c.factor 
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     1.9140      5.8784      0.0000      4.0000      0.0000   1602.5871     40.6199      1.1321      1.1258    888.1036    117.2718    136.2584      1.4235      1.6295      0.9074 
     1.9140      5.8753      0.0000      4.0000      0.0000   1602.5794     40.6198      1.1321      1.1258    888.0984    117.2710    136.2577      1.4235      1.6295      0.9074 
     1.9140      5.8722      0.0000      4.0000      0.0000   1602.5718     40.6197      1.1321      1.1258    888.0931    117.2702    136.2569      1.4235      1.6295      0.9074 
     1.9140      5.8691      0.0000      4.0000      0.0000   1602.5642     40.6196      1.1321      1.1258    888.0878    117.2694    136.2561      1.4235      1.6295      0.9074 
     1.9140      5.8660      0.0000      4.0000      0.0000   1602.5566     40.6195      1.1321      1.1258    888.0825    117.2686    136.2553      1.4235      1.6295      0.9074 
     1.9140      5.8629      0.0000      4.0000      0.0000   1602.5489     40.6194      1.1321      1.1258    888.0772    117.2678    136.2545      1.4235      1.6295      0.9074 
     1.9140      5.8598      0.0000      4.0000      0.0000   1602.5413     40.6193      1.1321      1.1258    888.0720    117.2669    136.2537      1.4235      1.6295      0.9074 
     1.9140      5.8567      0.0000      4.0000      0.0000   1602.5336     40.6192      1.1321      1.1258    888.0667    117.2661    136.2529      1.4235      1.6295      0.9074 
     1.9140      5.8536      0.0000      4.0000      0.0000   1602.5260     40.6191      1.1321      1.1258    888.0614    117.2653    136.2521      1.4235      1.6295      0.9074 
     1.9140      5.8505      0.0000      4.0000      0.0000   1602.5183     40.6190      1.1321      1.1258    888.0561    117.2645    136.2514      1.4235      1.6295      0.9073 
     1.9140      5.8474      0.0000      4.0000      0.0000   1602.5106     40.6189      1.1321      1.1258    888.0508    117.2637    136.2506      1.4235      1.6295      0.9073 
     1.9140      5.8443      0.0000      4.0000      0.0000   1602.5029     40.6188      1.1321      1.1258    888.0455    117.2629    136.2498      1.4235      1.6295      0.9073 
     1.9140      5.8412      0.0000      4.0000      0.0000   1602.4952     40.6187      1.1321      1.1258    888.0402    117.2621    136.2490      1.4235      1.6295      0.9073 
     1.9140      5.8381      0.0000      4.0000      0.0000   1602.4875     40.6186      1.1321      1.1258    888.0348    117.2613    136.2482      1.4235      1.6295      0.9073 
     1.9140      5.8350      0.0000      4.0000      0.0000   1602.4798     40.6185      1.1321      1.1258    888.0295    117.2605    136.2474      1.4235      1.6295      0.9073 
     1.9140      5.8319      0.0000      4.0000      0.0000   1602.4721     40.6184      1.1321      1.1258    888.0242    117.2597    136.2466      1.4235      1.6295      0.9073 
     1.9140      5.8288      0.0000      4.0000      0.0000   1602.4644     40.6183      1.1321      1.1258    888.0189    117.2589    136.2458      1.4235      1.6295      0.9073 
     1.9140      5.8257      0.0000      4.0000      0.0000   1602.4567     40.6182      1.1321      1.1258    888.0136    117.2581    136.2450      1.4235      1.6295      0.9073 
     1.9140      5.8226      0.0000      4.0000      0.0000   1602.4489     40.6181      1.1321      1.1258    888.0082    117.2573    136.2442      1.4235      1.6295      0.9073 
     1.9140      5.8195      0.0000      4.0000      0.0000   1602.4412     40.6180      1.1321      1.1258    888.0029    117.2565    136.2435      1.4235      1.6295      0.9073 
     1.9140      5.8164      0.0000      4.0000      0.0000   1602.4335     40.6179      1.1321      1.1258    887.9976    117.2557    136.2427      1.4235      1.6295      0.9073 
     1.9140      5.8133      0.0000      4.0000      0.0000   1602.4257     40.6178      1.1321      1.1258    887.9922    117.2548    136.2419      1.4235      1.6295      0.9073 
     1.9140      5.8102      0.0000      4.0000      0.0000   1602.4179     40.6177      1.1321      1.1258    887.9869    117.2540    136.2411      1.4235      1.6295      0.9073 
     1.9140      5.8071      0.0000      4.0000      0.0000   1602.4102     40.6176      1.1321      1.1258    887.9816    117.2532    136.2403      1.4235      1.6295      0.9073 
     1.9140      5.8040      0.0000      4.0000      0.0000   1602.4024     40.6175      1.1321      1.1258    887.9762    117.2524    136.2395      1.4235      1.6295      0.9073 
     1.9140      5.8009      0.0000      4.0000      0.0000   1602.3946     40.6174      1.1321      1.1258    887.9709    117.2516    136.2387      1.4235      1.6296      0.9073 
     1.9140      5.7978      0.0000      4.0000      0.0000   1602.3868     40.6173      1.1321      1.1258    887.9655    117.2508    136.2379      1.4235      1.6296      0.9073 
     1.9140      5.7947      0.0000      4.0000      0.0000   1602.3790     40.6172      1.1321      1.1258    887.9602    117.2500    136.2371      1.4235      1.6296      0.9073 
     1.9140      5.7916      0.0000      4.0000      0.0000   1602.3712     40.6171      1.1321      1.1258    887.9548    117.2492    136.2363      1.4235      1.6296      0.9073 
     1.9140      5.7885      0.0000      4.0000      0.0000   1602.3634     40.6170      1.1321      1.1258    887.9494    117.2484    136.2355      1.4235      1.6296      0.9073 
     1.9140      5.7854      0.0000      4.0000      0.0000   1602.3556     40.6169      1.1321      1.1258    887.9441    117.2475    136.2347      1.4235      1.6296      0.9072 
     1.9140      5.7823      0.0000      4.0000      0.0000   1602.3478     40.6168      1.1321      1.1258    887.9387    117.2467    136.2339      1.4235      1.6296      0.9072 
     1.9140      5.7792      0.0000      4.0000      0.0000   1602.3399     40.6167      1.1321      1.1258    887.9333    117.2459    136.2331      1.4235      1.6296      0.9072 
     1.9140      5.7761      0.0000      4.0000      0.0000   1602.3321     40.6165      1.1321      1.1258    887.9280    117.2451    136.2323      1.4235      1.6296      0.9072 
     1.9140      5.7730      0.0000      4.0000      0.0000   1602.3243     40.6164      1.1321      1.1258    887.9226    117.2443    136.2315      1.4235      1.6296      0.9072 
     1.9140      5.7699      0.0000      4.0000      0.0000   1602.3164     40.6163      1.1321      1.1258    887.9172    117.2435    136.2307      1.4235      1.6296      0.9072 
     1.9140      5.7668      0.0000      4.0000      0.0000   1602.3085     40.6162      1.1321      1.1258    887.9118    117.2426    136.2299      1.4235      1.6296      0.9072 
     1.9140      5.7637      0.0000      4.0000      0.0000   1602.3007     40.6161      1.1321      1.1258    887.9064    117.2418    136.2291      1.4235      1.6296      0.9072 
     1.9140      5.7606      0.0000      4.0000      0.0000   1602.2928     40.6160      1.1321      1.1258    887.9011    117.2410    136.2283      1.4235      1.6296      0.9072 
     1.9140      5.7575      0.0000      4.0000      0.0000   1602.2849     40.6159      1.1321      1.1258    887.8957    117.2402    136.2275      1.4235      1.6296      0.9072 
     1.9140      5.7544      0.0000      4.0000      0.0000   1602.2770     40.6158      1.1321      1.1258    887.8903    117.2394    136.2267      1.4235      1.6296      0.9072 
     1.9140      5.7513      0.0000      4.0000      0.0000   1602.2691     40.6157      1.1321      1.1258    887.8849    117.2385    136.2259      1.4235      1.6296      0.9072 
     1.9140      5.7482      0.0000      4.0000      0.0000   1602.2612     40.6156      1.1321      1.1258    887.8795    117.2377    136.2251      1.4235      1.6296      0.9072 
     1.9140      5.7451      0.0000      4.0000      0.0000   1602.2533     40.6155      1.1321      1.1258    887.8741    117.2369    136.2243      1.4235      1.6296      0.9072 
     1.9140      5.7420      0.0000      4.0000      0.0000   1602.2454     40.6154      1.1321      1.1258    887.8687    117.2361    136.2235      1.4235      1.6296      0.9072 
     1.9140      5.7389      0.0000      4.0000      0.0000   1602.2375     40.6153      1.1321      1.1258    887.8632    117.2353    136.2227      1.4235      1.6296      0.9072 
     1.9140      5.7358      0.0000      4.0000      0.0000   1602.2295     40.6152      1.1321      1.1258    887.8578    117.2344    136.2219      1.4235      1.6296      0.9072 
     1.9140      5.7327      0.0000      4.0000      0.0000   1602.2216     40.6151      1.1321      1.1258    887.8524    117.2336    136.2211      1.4235      1.6296      0.9072 
     1.9140      5.7296      0.0000      4.0000      0.0000   1602.2136     40.6150      1.1321      1.1257    887.8470    117.2328    136.2203      1.4235      1.6296      0.9072 
     1.9140      5.7265      0.0000      4.0000      0.0000   1602.2057     40.6149      1.1321      1.1257    887.8416    117.2320    136.2195      1.4235      1.6296      0.9072 
     1.9140      5.7234      0.0000      4.0000      0.0000   1602.1977     40.6148      1.1321      1.1257    887.8361    117.2312    136.2186      1.4235      1.6296      0.9071 
     1.9140      5.7203      0.0000      4.0000      0.0000   1602.1897     40.6147      1.1321      1.1257    887.8307    117.2303    136.2178      1.4235      1.6296      0.9071 
     1.9140      5.7172      0.0000      4.0000      0.0000   1602.1817     40.6145      1.1321      1.1257    887.8253    117.2295    136.2170      1.4235      1.6296      0.9071 
     1.9140      5.7141      0.0000      4.0000      0.0000   1602.1738     40.6144      1.1321      1.1257    887.8198    117.2287    136.2162      1.4235      1.6296      0.9071 
     1.9140      5.7110      0.0000      4.0000      0.0000   1602.1658     40.6143      1.1321      1.1257    887.8144    117.2279    136.2154      1.4235      1.6296      0.9071 
     1.9140      5.7079      0.0000      4.0000      0.0000   1602.1578     40.6142      1.1321      1.1257    887.8090    117.2270    136.2146      1.4235      1.6296      0.9071 
     1.9140      5.7048      0.0000      4.0000      0.0000   1602.1498     40.6141      1.1321      1.1257    887.8035    117.2262    136.2138      1.4235      1.6296      0.9071 
     1.9140      5.7017      0.0000      4.0000      0.0000   1602.1417     40.6140      1.1321      1.1257    887.7981    117.2254    136.2130      1.4235      1.6296      0.9071 
     1.9140      5.6986      0.0000      4.0000      0.0000   1602.1337     40.6139      1.1322      1.1257    887.7926    117.2245    136.2122      1.4235      1.6296      0.9071 
     1.9140      5.6955      0.0000      4.0000      0.0000   1602.1257     40.6138      1.1322      1.1257    887.7872    117.2237    136.2114      1.4235      1.6296      0.9071 
     1.9140      5.6924      0.0000      4.0000      0.0000   1602.1176     40.6137      1.1322      1.1257    887.7817    117.2229    136.2106      1.4235      1.6296      0.9071 
     1.9140      5.6893      0.0000      4.0000      0.0000   1602.1096     40.6136      1.1322      1.1257    887.7762    117.2221    136.2097      1.4235      1.6296      0.9071 
     1.9140      5.6862      0.0000      4.0000      0.0000   1602.1015     40.6135      1.1322      1.1257    887.7708    117.2212    136.2089      1.4235      1.6296      0.9071 
     1.9140      5.6831      0.0000      4.0000      0.0000   1602.0935     40.6134      1.1322      1.1257    887.7653    117.2204    136.2081      1.4235      1.6296      0.9071 
     1.9140      5.6800      0.0000      4.0000      0.0000   1602.0854     40.6133      1.1322      1.1257    887.7598    117.2196    136.2073      1.4235      1.6296      0.9071 
     1.9140      5.6769      0.0000      4.0000      0.0000   1602.0773     40.6132      1.1322      1.1257    887.7543    117.2187    136.2065      1.4235      1.6296      0.9071 
     1.9140      5.6738      0.0000      4.0000      0.0000   1602.0692     40.6131      1.1322      1.1257    887.7489    117.2179    136.2057      1.4235      1.6296      0.9071 
     1.9140      5.6707      0.0000      4.0000      0.0000   1602.0612     40.6129      1.1322      1.1257    887.7434    117.2171    136.2049      1.4235      1.6296      0.9071 
     1.9140      5.6676      0.0000      4.0000      0.0000   1602.0531     40.6128      1.1322      1.1257    887.7379    117.2162    136.2040      1.4235      1.6296      0.9071 
     1.9140      5.6645      0.0000      4.0000      0.0000   1602.0449     40.6127      1.1322      1.1257    887.7324    117.2154    136.2032      1.4235      1.6296      0.9071 
     1.9140      5.6614      0.0000      4.0000      0.0000   1602.0368     40.6126      1.1322      1.1257    887.7269    117.2146    136.2024      1.4235      1.6296      0.9070 
     1.9140      5.6583      0.0000      4.0000      0.0000   1602.0287     40.6125      1.1322      1.1257    887.7214    117.2137    136.2016      1.4235      1.6296      0.9070 
     1.9140      5.6552      0.0000      4.0000      0.0000   1602.0206     40.6124      1.1322      1.1257    887.7159    117.2129    136.2008      1.4235      1.6296      0.9070 
     1.9140      5.6521      0.0000      4.0000      0.0000   1602.0124     40.6123      1.1322      1.1257    887.7104    117.2121    136.2000      1.4235      1.6296      0.9070 
     1.9140      5.6490      0.0000      4.0000      0.0000   1602.0043     40.6122      1.1322      1.1257    887.7049    117.2112    136.1991      1.4235      1.6296      0.9070 
     1.9140      5.6459      0.0000      4.0000      0.0000   1601.9961     40.6121      1.1322      1.1257    887.6994    117.2104    136.1983      1.4235      1.6296      0.9070 
     1.9140      5.6428      0.0000      4.0000      0.0000   1601.9880     40.6120      1.1322      1.1257    887.6939    117.2096    136.1975      1.4235      1.6296      0.9070 
     1.9140      5.6397      0.0000      4.0000      0.0000   1601.9798     40.6119      1.1322      1.1257    887.6884    117.2087    136.1967      1.4235      1.6296      0.9070 
     1.9140      5.6366      0.0000      4.0000      0.0000   1601.9716     40.6118      1.1322      1.1257    887.6829    117.2079    136.1959      1.4235      1.6296      0.9070 
     1.9140      5.6335      0.0000      4.0000      0.0000   1601.9634     40.6116      1.1322      1.1257    887.6773    117.2070    136.1950      1.4235      1.6296      0.9070 
     1.9140      5.6304      0.0000      4.0000      0.0000   1601.9553     40.6115      1.1322      1.1257    887.6718    117.2062    136.1942      1.4235      1.6296      0.9070 
     1.9140      5.6273      0.0000      4.0000      0.0000   1601.9471     40.6114      1.1322      1.1257    887.6663    117.2054    136.1934      1.4235      1.6296      0.9070 
     1.9140      5.6242      0.0000      4.0000      0.0000   1601.9388     40.6113      1.1322      1.1257    887.6608    117.2045    136.1926      1.4235      1.6296      0.9070 
     1.9140      5.6211      0.0000      4.0000      0.0000   1601.9306     40.6112      1.1322      1.1257    887.6552    117.2037    136.1918      1.4235      1.6296      0.9070 
     1.9140      5.6180      0.0000      4.0000      0.0000   1601.9224     40.6111      1.1322      1.1257    887.6497    117.2028    136.1909      1.4235      1.6296      0.9070 
     1.9140      5.6149      0.0000      4.0000      0.0000   1601.9142     40.6110      1.1322      1.1257    887.6441    117.2020    136.1901      1.4235      1.6296      0.9070 
     1.9140      5.6118      0.0000      4.0000      0.0000   1601.9059     40.6109      1.1322      1.1257    887.6386    117.2012    136.1893      1.4235      1.6296      0.9070 
     1.9140      5.6087      0.0000      4.0000      0.0000   1601.8977     40.6108      1.1322      1.1257    887.6330    117.2003    136.1885      1.4235      1.6296      0.9070 
     1.9140      5.6056      0.0000      4.0000      0.0000   1601.8894     40.6107      1.1322      1.1257    887.6275    117.1995    136.1876      1.4235      1.6296      0.9070 
     1.9140      5.6025      0.0000      4.0000      0.0000   1601.8812     40.6105      1.1322      1.1257    887.6219    117.1986    136.1868      1.4235      1.6296      0.9070 
     1.9140      5.5994      0.0000      4.0000      0.0000   1601.8729     40.6104      1.1322      1.1257    887.6164    117.1978    136.1860      1.4235      1.6296      0.9069 
     1.9140      5.5963      0.0000      4.0000      0.0000   1601.8646     40.6103      1.1322      1.1257    887.6108    117.1969    136.1852      1.4235      1.6296      0.9069 
     1.9140      5.5932      0.0000      4.0000      0.0000   1601.8563     40.6102      1.1322      1.1257    887.6053    117.1961    136.1843      1.4235      1.6296      0.9069 
     1.9140      5.5901      0.0000      4.0000      0.0000   1601.8480     40.6101      1.1322      1.1257    887.5997    117.1953    136.1835      1.4235      1.6296      0.9069 
     1.9140      5.5870      0.0000      4.0000      0.0000   1601.8397     40.6100      1.1322      1.1257    887.5941    117.1944    136.1827      1.4235      1.6296      0.9069 
     1.9140      5.5839      0.0000      4.0000      0.0000   1601.8314     40.6099      1.1322      1.1257    887.5885    117.1936    136.1818      1.4235      1.6296      0.9069 
     1.9140      5.5808      0.0000      4.0000      0.0000   1601.8231     40.6098      1.1322      1.1257    887.5830    117.1927    136.1810      1.4235      1.6296      0.9069 
     1.9140      5.5777      0.0000      4.0000      0.0000   1601.8148     40.6097      1.1322      1.1257    887.5774    117.1919    136.1802      1.4235      1.6296      0.9069 
     1.9140      5.5746      0.0000      4.0000      0.0000   1601.8065     40.6096      1.1322      1.1257    887.5718    117.1910    136.1793      1.4235      1.6296      0.9069 
     1.9140      5.5715      0.0000      4.0000      0.0000   1601.7981     40.6094      1.1322      1.1257    887.5662    117.1902    136.1785      1.4235      1.6296      0.9069 
     1.9140      5.5684      0.0000      4.0000      0.0000   1601.7898     40.6093      1.1322      1.1257    887.5606    117.1893    136.1777      1.4235      1.6296      0.9069 
     1.9140      5.5653      0.0000      4.0000      0.0000   1601.7814     40.6092      1.1322      1.1257    887.5550    117.1885    136.1769      1.4235      1.6296      0.9069 
     1.9140      5.5622      0.0000      4.0000      0.0000   1601.7730     40.6091      1.1322      1.1257    887.5494    117.1876    136.1760      1.4235      1.6296      0.9069 
     1.9140      5.5591      0.0000      4.0000      0.0000   1601.7647     40.6090      1.1322      1.1257    887.5438    117.1868    136.1752      1.4235      1.6296      0.9069 
     1.9140      5.5560      0.0000      4.0000      0.0000   1601.7563     40.6089      1.1322      1.1257    887.5382    117.1859    136.1744      1.4235      1.6296      0.9069 
     1.9140      5.5529      0.0000      4.0000      0.0000   1601.7479     40.6088      1.1322      1.1257    887.5326    117.1851    136.1735      1.4235      1.6296      0.9069 
     1.9140      5.5498      0.0000      4.0000      0.0000   1601.7395     40.6087      1.1322      1.1257    887.5270    117.1842    136.1727      1.4235      1.6296      0.9069 
     1.9140      5.5467      0.0000      4.0000      0.0000   1601.7311     40.6086      1.1322      1.1257    887.5214    117.1834    136.1718      1.4235      1.6296      0.9069 
     1.9140      5.5436      0.0000      4.0000      0.0000   1601.7227     40.6084      1.1322      1.1256    887.5157    117.1825    136.1710      1.4235      1.6296      0.9069 
     1.9140      5.5405      0.0000      4.0000      0.0000   1601.7143     40.6083      1.1322      1.1256    887.5101    117.1817    136.1702      1.4235      1.6296      0.9068 
     1.9140      5.5374      0.0000      4.0000      0.0000   1601.7058     40.6082      1.1322      1.1256    887.5045    117.1808    136.1693      1.4235      1.6296      0.9068 
     1.9140      5.5343      0.0000      4.0000      0.0000   1601.6974     40.6081      1.1322      1.1256    887.4989    117.1799    136.1685      1.4235      1.6296      0.9068 
     1.9140      5.5312      0.0000      4.0000      0.0000   1601.6889     40.6080      1.1322      1.1256    887.4932    117.1791    136.1677      1.4235      1.6296      0.9068 
     1.9140      5.5281      0.0000      4.0000      0.0000   1601.6805     40.6079      1.1322      1.1256    887.4876    117.1782    136.1668      1.4235      1.6296      0.9068 
     1.9140      5.5250      0.0000      4.0000      0.0000   1601.6720     40.6078      1.1322      1.1256    887.4820    117.1774    136.1660      1.4235      1.6296      0.9068 
     1.9140      5.5219      0.0000      4.0000      0.0000   1601.6636     40.6077      1.1322      1.1256    887.4763    117.1765    136.1651      1.4235      1.6296      0.9068 
     1.9140      5.5188      0.0000      4.0000      0.0000   1601.6551     40.6075      1.1322      1.1256    887.4707    117.1757    136.1643      1.4235      1.6296      0.9068 
     1.9140      5.5157      0.0000      4.0000      0.0000   1601.6466     40.6074      1.1322      1.1256    887.4650    117.1748    136.1635      1.4235      1.6296      0.9068 
     1.9140      5.5126      0.0000      4.0000      0.0000   1601.6381     40.6073      1.1322      1.1256    887.4594    117.1739    136.1626      1.4235      1.6296      0.9068 
     1.9140      5.5095      0.0000      4.0000      0.0000   1601.6296     40.6072      1.1322      1.1256    887.4537    117.1731    136.1618      1.4235      1.6296      0.9068 
     1.9140      5.5064      0.0000      4.0000      0.0000   1601.6211     40.6071      1.1322      1.1256    887.4480    117.1722    136.1609      1.4235      1.6296      0.9068 
     1.9140      5.5033      0.0000      4.0000      0.0000   1601.6126     40.6070      1.1322      1.1256    887.4424    117.1714    136.1601      1.4235      1.6296      0.9068 
     1.9140      5.5002      0.0000      4.0000      0.0000   1601.6040     40.6069      1.1322      1.1256    887.4367    117.1705    136.1593      1.4235      1.6296      0.9068 
     1.9140      5.4971      0.0000      4.0000      0.0000   1601.5955     40.6067      1.1322      1.1256    887.4310    117.1696    136.1584      1.4235      1.6296      0.9068 
     1.9140      5.4940      0.0000      4.0000      0.0000   1601.5869     40.6066      1.1322      1.1256    887.4254    117.1688    136.1576      1.4235      1.6296      0.9068 
     1.9140      5.4909      0.0000      4.0000      0.0000   1601.5784     40.6065      1.1322      1.1256    887.4197    117.1679    136.1567      1.4235      1.6296      0.9068 
     1.9140      5.4878      0.0000      4.0000      0.0000   1601.5698     40.6064      1.1322      1.1256    887.4140    117.1671    136.1559      1.4235      1.6296      0.9068 
     1.9140      5.4847      0.0000      4.0000      0.0000   1601.5613     40.6063      1.1322      1.1256    887.4083    117.1662    136.1550      1.4235      1.6296      0.9068 
     1.9140      5.4816      0.0000      4.0000      0.0000   1601.5527     40.6062      1.1322      1.1256    887.4026    117.1653    136.1542      1.4235      1.6296      0.9068 
     1.9140      5.4785      0.0000      4.0000      0.0000   1601.5441     40.6061      1.1322      1.1256    887.3969    117.1645    136.1534      1.4235      1.6296      0.9067 
     1.9140      5.4754      0.0000      4.0000      0.0000   1601.5355     40.6060      1.1322      1.1256    887.3912    117.1636    136.1525      1.4235      1.6296      0.9067 
     1.9140      5.4723      0.0000      4.0000      0.0000   1601.5269     40.6058      1.1322      1.1256    887.3855    117.1627    136.1517      1.4235      1.6296      0.9067 
     1.9140      5.4692      0.0000      4.0000      0.0000   1601.5183     40.6057      1.1322      1.1256    887.3798    117.1619    136.1508      1.4235      1.6296      0.9067 
     1.9140      5.4661      0.0000      4.0000      0.0000   1601.5097     40.6056      1.1322      1.1256    887.3741    117.1610    136.1500      1.4235      1.6296      0.9067 
     1.9140      5.4630      0.0000      4.0000      0.0000   1601.5010     40.6055      1.1322      1.1256    887.3684    117.1601    136.1491      1.4235      1.6296      0.9067 
     1.9140      5.4599      0.0000      4.0000      0.0000   1601.4924     40.6054      1.1323      1.1256    887.3627    117.1593    136.1483      1.4235      1.6296      0.9067 
     1.9140      5.4568      0.0000      4.0000      0.0000   1601.4838     40.6053      1.1323      1.1256    887.3570    117.1584    136.1474      1.4235      1.6296      0.9067 
     1.9140      5.4537      0.0000      4.0000      0.0000   1601.4751     40.6051      1.1323      1.1256    887.3513    117.1575    136.1466      1.4235      1.6296      0.9067 
     1.9140      5.4506      0.0000      4.0000      0.0000   1601.4664     40.6050      1.1323      1.1256    887.3455    117.1567    136.1457      1.4235      1.6296      0.9067 
     1.9140      5.4475      0.0000      4.0000      0.0000   1601.4578     40.6049      1.1323      1.1256    887.3398    117.1558    136.1449      1.4235      1.6296      0.9067 
     1.9140      5.4444      0.0000      4.0000      0.0000   1601.4491     40.6048      1.1323      1.1256    887.3341    117.1549    136.1440      1.4235      1.6296      0.9067 
     1.9140      5.4413      0.0000      4.0000      0.0000   1601.4404     40.6047      1.1323      1.1256    887.3283    117.1541    136.1432      1.4235      1.6296      0.9067 
     1.9140      5.4382      0.0000      4.0000      0.0000   1601.4317     40.6046      1.1323      1.1256    887.3226    117.1532    136.1423      1.4235      1.6296      0.9067 
     1.9140      5.4351      0.0000      4.0000      0.0000   1601.4230     40.6045      1.1323      1.1256    887.3169    117.1523    136.1415      1.4235      1.6296      0.9067 
     1.9140      5.4320      0.0000      4.0000      0.0000   1601.4143     40.6043      1.1323      1.1256    887.3111    117.1514    136.1406      1.4235      1.6296      0.9067 
     1.9140      5.4289      0.0000      4.0000      0.0000   1601.4056     40.6042      1.1323      1.1256    887.3054    117.1506    136.1398      1.4235      1.6296      0.9067 
     1.9140      5.4258      0.0000      4.0000      0.0000   1601.3968     40.6041      1.1323      1.1256    887.2996    117.1497    136.1389      1.4235      1.6296      0.9067 
     1.9140      5.4227      0.0000      4.0000      0.0000   1601.3881     40.6040      1.1323      1.1256    887.2939    117.1488    136.1380      1.4235      1.6296      0.9067 
     1.9140      5.4196      0.0000      4.0000      0.0000   1601.3794     40.6039      1.1323      1.1256    887.2881    117.1480    136.1372      1.4235      1.6296      0.9066 
     1.9140      5.4165      0.0000      4.0000      0.0000   1601.3706     40.6038      1.1323      1.1256    887.2823    117.1471    136.1363      1.4235      1.6296      0.9066 
     1.9140      5.4134      0.0000      4.0000      0.0000   1601.3618     40.6036      1.1323      1.1256    887.2766    117.1462    136.1355      1.4235      1.6296      0.9066 
     1.9140      5.4103      0.0000      4.0000      0.0000   1601.3531     40.6035      1.1323      1.1256    887.2708    117.1453    136.1346      1.4235      1.6296      0.9066 
     1.9140      5.4072      0.0000      4.0000      0.0000   1601.3443     40.6034      1.1323      1.1256    887.2650    117.1445    136.1338      1.4235      1.6296      0.9066 
     1.9140      5.4041      0.0000      4.0000      0.0000   1601.3355     40.6033      1.1323      1.1256    887.2592    117.1436    136.1329      1.4235      1.6296      0.9066 
     1.9140      5.4010      0.0000      4.0000      0.0000   1601.3267     40.6032      1.1323      1.1256    887.2535    117.1427    136.1320      1.4235      1.6296      0.9066 
     1.9140      5.3979      0.0000      4.0000      0.0000   1601.3179     40.6031      1.1323      1.1256    887.2477    117.1418    136.1312      1.4235      1.6296      0.9066 
     1.9140      5.3948      0.0000      4.0000      0.0000   1601.3091     40.6029      1.1323      1.1256    887.2419    117.1409    136.1303      1.4235      1.6296      0.9066 
     1.9140      5.3917      0.0000      4.0000      0.0000   1601.3003     40.6028      1.1323      1.1256    887.2361    117.1401    136.1295      1.4235      1.6296      0.9066 
     1.9140      5.3886      0.0000      4.0000      0.0000   1601.2914     40.6027      1.1323      1.1256    887.2303    117.1392    136.1286      1.4235      1.6296      0.9066 
     1.9140      5.3855      0.0000      4.0000      0.0000   1601.2826     40.6026      1.1323      1.1256    887.2245    117.1383    136.1277      1.4235      1.6296      0.9066 
     1.9140      5.3824      0.0000      4.0000      0.0000   1601.2737     40.6025      1.1323      1.1256    887.2187    117.1374    136.1269      1.4235      1.6296      0.9066 
     1.9140      5.3793      0.0000      4.0000      0.0000   1601.2649     40.6024      1.1323      1.1256    887.2129    117.1365    136.1260      1.4235      1.6296      0.9066 
     1.9140      5.3762      0.0000      4.0000      0.0000   1601.2560     40.6022      1.1323      1.1256    887.2071    117.1357    136.1251      1.4235      1.6296      0.9066 
     1.9140      5.3731      0.0000      4.0000      0.0000   1601.2471     40.6021      1.1323      1.1256    887.2013    117.1348    136.1243      1.4235      1.6296      0.9066 
     1.9140      5.3700      0.0000      4.0000      0.0000   1601.2382     40.6020      1.1323      1.1256    887.1954    117.1339    136.1234      1.4235      1.6296      0.9066 
     1.9140      5.3669      0.0000      4.0000      0.0000   1601.2293     40.6019      1.1323      1.1255    887.1896    117.1330    136.1226      1.4235      1.6296      0.9066 
     1.9140      5.3638      0.0000      4.0000      0.0000   1601.2204     40.6018      1.1323      1.1255    887.1838    117.1321    136.1217      1.4235      1.6296      0.9066 
     1.9140      5.3607      0.0000      4.0000      0.0000   1601.2115     40.6016      1.1323      1.1255    887.1780    117.1312    136.1208      1.4235      1.6296      0.9065 
     1.9140      5.3576      0.0000      4.0000      0.0000   1601.2026     40.6015      1.1323      1.1255    887.1721    117.1304    136.1200      1.4235      1.6296      0.9065 
     1.9140      5.3545      0.0000      4.0000      0.0000   1601.1937     40.6014      1.1323      1.1255    887.1663    117.1295    136.1191      1.4235      1.6296      0.9065 
     1.9140      5.3514      0.0000      4.0000      0.0000   1601.1847     40.6013      1.1323      1.1255    887.1604    117.1286    136.1182      1.4235      1.6296      0.9065 
     1.9140      5.3483      0.0000      4.0000      0.0000   1601.1758     40.6012      1.1323      1.1255    887.1546    117.1277    136.1174      1.4235      1.6296      0.9065 
     1.9140      5.3452      0.0000      4.0000      0.0000   1601.1668     40.6011      1.1323      1.1255    887.1487    117.1268    136.1165      1.4235      1.6296      0.9065 
     1.9140      5.3421      0.0000      4.0000      0.0000   1601.1579     40.6009      1.1323      1.1255    887.1429    117.1259    136.1156      1.4235      1.6296      0.9065 
     1.9140      5.3390      0.0000      4.0000      0.0000   1601.1489     40.6008      1.1323      1.1255    887.1370    117.1250    136.1147      1.4235      1.6296      0.9065 
     1.9140      5.3359      0.0000      4.0000      0.0000   1601.1399     40.6007      1.1323      1.1255    887.1312    117.1241    136.1139      1.4235      1.6296      0.9065 
