# Engine name: Sugar Rocket
# Tue Mar 14 00:53:27 2023
#
#************************************************************************************************************************************************************************************
# Results of nested analysis
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# Ratio, O/F     pc, MPa  Nozzle inl  Nozzle exi  rho, kg/m^       Tc, K           M       gamma           k     c*, m/s   Is opt, s   Is vac, s      Cf opt      Cf vac    c.factor 
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     1.9140      6.9355      0.0000      4.0000      0.0000   1604.8343     40.6500      1.1317      1.1263    889.7453    117.5211    136.5030      1.4235      1.6295      0.9089 
     1.9140      6.9324      0.0000      4.0000      0.0000   1604.8286     40.6499      1.1317      1.1263    889.7409    117.5204    136.5024      1.4235      1.6295      0.9089 
     1.9140      6.9293      0.0000      4.0000      0.0000   1604.8229     40.6498      1.1318      1.1263    889.7365    117.5197    136.5017      1.4235      1.6295      0.9089 
     1.9140      6.9262      0.0000      4.0000      0.0000   1604.8172     40.6497      1.1318      1.1263    889.7321    117.5190    136.5011      1.4235      1.6295      0.9089 
     1.9140      6.9231      0.0000      4.0000      0.0000   1604.8115     40.6497      1.1318      1.1263    889.7277    117.5184    136.5004      1.4235      1.6295      0.9089 
     1.9140      6.9200      0.0000      4.0000      0.0000   1604.8057     40.6496      1.1318      1.1263    889.7233    117.5177    136.4997      1.4235      1.6295      0.9089 
     1.9140      6.9169      0.0000      4.0000      0.0000   1604.8000     40.6495      1.1318      1.1263    889.7188    117.5170    136.4991      1.4235      1.6295      0.9089 
     1.9140      6.9138      0.0000      4.0000      0.0000   1604.7943     40.6494      1.1318      1.1263    889.7144    117.5164    136.4984      1.4235      1.6295      0.9089 
     1.9140      6.9107      0.0000      4.0000      0.0000   1604.7885     40.6494      1.1318      1.1263    889.7100    117.5157    136.4978      1.4235      1.6295      0.9089 
     1.9140      6.9076      0.0000      4.0000      0.0000   1604.7828     40.6493      1.1318      1.1263    889.7056    117.5150    136.4971      1.4235      1.6295      0.9089 
     1.9140      6.9045      0.0000      4.0000      0.0000   1604.7770     40.6492      1.1318      1.1263    889.7011    117.5143    136.4964      1.4235      1.6295      0.9089 
     1.9140      6.9014      0.0000      4.0000      0.0000   1604.7713     40.6491      1.1318      1.1263    889.6967    117.5137    136.4958      1.4235      1.6295      0.9089 
     1.9140      6.8983      0.0000      4.0000      0.0000   1604.7655     40.6491      1.1318      1.1263    889.6923    117.5130    136.4951      1.4235      1.6295      0.9089 
     1.9140      6.8952      0.0000      4.0000      0.0000   1604.7597     40.6490      1.1318      1.1263    889.6878    117.5123    136.4945      1.4235      1.6295      0.9089 
     1.9140      6.8921      0.0000      4.0000      0.0000   1604.7540     40.6489      1.1318      1.1263    889.6834    117.5117    136.4938      1.4235      1.6295      0.9089 
     1.9140      6.8890      0.0000      4.0000      0.0000   1604.7482     40.6488      1.1318      1.1263    889.6790    117.5110    136.4931      1.4235      1.6295      0.9088 
     1.9140      6.8859      0.0000      4.0000      0.0000   1604.7424     40.6487      1.1318      1.1263    889.6745    117.5103    136.4925      1.4235      1.6295      0.9088 
     1.9140      6.8828      0.0000      4.0000      0.0000   1604.7366     40.6487      1.1318      1.1263    889.6701    117.5096    136.4918      1.4235      1.6295      0.9088 
     1.9140      6.8797      0.0000      4.0000      0.0000   1604.7308     40.6486      1.1318      1.1263    889.6656    117.5090    136.4911      1.4235      1.6295      0.9088 
     1.9140      6.8766      0.0000      4.0000      0.0000   1604.7250     40.6485      1.1318      1.1263    889.6612    117.5083    136.4905      1.4235      1.6295      0.9088 
     1.9140      6.8735      0.0000      4.0000      0.0000   1604.7192     40.6484      1.1318      1.1263    889.6568    117.5076    136.4898      1.4235      1.6295      0.9088 
     1.9140      6.8704      0.0000      4.0000      0.0000   1604.7134     40.6484      1.1318      1.1263    889.6523    117.5069    136.4892      1.4235      1.6295      0.9088 
     1.9140      6.8673      0.0000      4.0000      0.0000   1604.7076     40.6483      1.1318      1.1263    889.6478    117.5063    136.4885      1.4235      1.6295      0.9088 
     1.9140      6.8642      0.0000      4.0000      0.0000   1604.7018     40.6482      1.1318      1.1263    889.6434    117.5056    136.4878      1.4235      1.6295      0.9088 
     1.9140      6.8611      0.0000      4.0000      0.0000   1604.6960     40.6481      1.1318      1.1263    889.6389    117.5049    136.4872      1.4235      1.6295      0.9088 
     1.9140      6.8580      0.0000      4.0000      0.0000   1604.6902     40.6480      1.1318      1.1263    889.6345    117.5042    136.4865      1.4235      1.6295      0.9088 
     1.9140      6.8549      0.0000      4.0000      0.0000   1604.6844     40.6480      1.1318      1.1263    889.6300    117.5035    136.4858      1.4235      1.6295      0.9088 
     1.9140      6.8518      0.0000      4.0000      0.0000   1604.6785     40.6479      1.1318      1.1263    889.6256    117.5029    136.4852      1.4235      1.6295      0.9088 
     1.9140      6.8487      0.0000      4.0000      0.0000   1604.6727     40.6478      1.1318      1.1263    889.6211    117.5022    136.4845      1.4235      1.6295      0.9088 
     1.9140      6.8456      0.0000      4.0000      0.0000   1604.6668     40.6477      1.1318      1.1263    889.6166    117.5015    136.4838      1.4235      1.6295      0.9088 
     1.9140      6.8425      0.0000      4.0000      0.0000   1604.6610     40.6477      1.1318      1.1263    889.6121    117.5008    136.4832      1.4235      1.6295      0.9088 
     1.9140      6.8394      0.0000      4.0000      0.0000   1604.6552     40.6476      1.1318      1.1263    889.6077    117.5001    136.4825      1.4235      1.6295      0.9088 
     1.9140      6.8363      0.0000      4.0000      0.0000   1604.6493     40.6475      1.1318      1.1263    889.6032    117.4995    136.4818      1.4235      1.6295      0.9088 
     1.9140      6.8332      0.0000      4.0000      0.0000   1604.6434     40.6474      1.1318      1.1263    889.5987    117.4988    136.4812      1.4235      1.6295      0.9088 
     1.9140      6.8301      0.0000      4.0000      0.0000   1604.6376     40.6473      1.1318      1.1263    889.5942    117.4981    136.4805      1.4235      1.6295      0.9088 
     1.9140      6.8270      0.0000      4.0000      0.0000   1604.6317     40.6473      1.1318      1.1262    889.5898    117.4974    136.4798      1.4235      1.6295      0.9088 
     1.9140      6.8239      0.0000      4.0000      0.0000   1604.6258     40.6472      1.1318      1.1262    889.5853    117.4967    136.4792      1.4235      1.6295      0.9088 
     1.9140      6.8208      0.0000      4.0000      0.0000   1604.6200     40.6471      1.1318      1.1262    889.5808    117.4961    136.4785      1.4235      1.6295      0.9088 
     1.9140      6.8177      0.0000      4.0000      0.0000   1604.6141     40.6470      1.1318      1.1262    889.5763    117.4954    136.4778      1.4235      1.6295      0.9088 
     1.9140      6.8146      0.0000      4.0000      0.0000   1604.6082     40.6469      1.1318      1.1262    889.5718    117.4947    136.4771      1.4235      1.6295      0.9087 
     1.9140      6.8115      0.0000      4.0000      0.0000   1604.6023     40.6469      1.1318      1.1262    889.5673    117.4940    136.4765      1.4235      1.6295      0.9087 
     1.9140      6.8084      0.0000      4.0000      0.0000   1604.5964     40.6468      1.1318      1.1262    889.5628    117.4933    136.4758      1.4235      1.6295      0.9087 
     1.9140      6.8053      0.0000      4.0000      0.0000   1604.5905     40.6467      1.1318      1.1262    889.5583    117.4927    136.4751      1.4235      1.6295      0.9087 
     1.9140      6.8022      0.0000      4.0000      0.0000   1604.5846     40.6466      1.1318      1.1262    889.5538    117.4920    136.4745      1.4235      1.6295      0.9087 
     1.9140      6.7991      0.0000      4.0000      0.0000   1604.5787     40.6465      1.1318      1.1262    889.5493    117.4913    136.4738      1.4235      1.6295      0.9087 
     1.9140      6.7960      0.0000      4.0000      0.0000   1604.5728     40.6465      1.1318      1.1262    889.5448    117.4906    136.4731      1.4235      1.6295      0.9087 
     1.9140      6.7929      0.0000      4.0000      0.0000   1604.5669     40.6464      1.1318      1.1262    889.5403    117.4899    136.4725      1.4235      1.6295      0.9087 
     1.9140      6.7898      0.0000      4.0000      0.0000   1604.5609     40.6463      1.1318      1.1262    889.5358    117.4892    136.4718      1.4235      1.6295      0.9087 
     1.9140      6.7867      0.0000      4.0000      0.0000   1604.5550     40.6462      1.1318      1.1262    889.5313    117.4885    136.4711      1.4235      1.6295      0.9087 
     1.9140      6.7836      0.0000      4.0000      0.0000   1604.5491     40.6462      1.1318      1.1262    889.5268    117.4879    136.4704      1.4235      1.6295      0.9087 
     1.9140      6.7805      0.0000      4.0000      0.0000   1604.5432     40.6461      1.1318      1.1262    889.5223    117.4872    136.4698      1.4235      1.6295      0.9087 
     1.9140      6.7774      0.0000      4.0000      0.0000   1604.5372     40.6460      1.1318      1.1262    889.5178    117.4865    136.4691      1.4235      1.6295      0.9087 
     1.9140      6.7743      0.0000      4.0000      0.0000   1604.5313     40.6459      1.1318      1.1262    889.5132    117.4858    136.4684      1.4235      1.6295      0.9087 
     1.9140      6.7712      0.0000      4.0000      0.0000   1604.5253     40.6458      1.1318      1.1262    889.5087    117.4851    136.4677      1.4235      1.6295      0.9087 
     1.9140      6.7681      0.0000      4.0000      0.0000   1604.5194     40.6458      1.1318      1.1262    889.5042    117.4844    136.4671      1.4235      1.6295      0.9087 
     1.9140      6.7650      0.0000      4.0000      0.0000   1604.5134     40.6457      1.1318      1.1262    889.4997    117.4837    136.4664      1.4235      1.6295      0.9087 
     1.9140      6.7619      0.0000      4.0000      0.0000   1604.5074     40.6456      1.1318      1.1262    889.4951    117.4831    136.4657      1.4235      1.6295      0.9087 
     1.9140      6.7588      0.0000      4.0000      0.0000   1604.5015     40.6455      1.1318      1.1262    889.4906    117.4824    136.4650      1.4235      1.6295      0.9087 
     1.9140      6.7557      0.0000      4.0000      0.0000   1604.4955     40.6454      1.1318      1.1262    889.4861    117.4817    136.4644      1.4235      1.6295      0.9087 
     1.9140      6.7526      0.0000      4.0000      0.0000   1604.4895     40.6454      1.1318      1.1262    889.4815    117.4810    136.4637      1.4235      1.6295      0.9087 
     1.9140      6.7495      0.0000      4.0000      0.0000   1604.4835     40.6453      1.1318      1.1262    889.4770    117.4803    136.4630      1.4235      1.6295      0.9087 
     1.9140      6.7464      0.0000      4.0000      0.0000   1604.4775     40.6452      1.1318      1.1262    889.4725    117.4796    136.4623      1.4235      1.6295      0.9087 
     1.9140      6.7433      0.0000      4.0000      0.0000   1604.4715     40.6451      1.1318      1.1262    889.4679    117.4789    136.4617      1.4235      1.6295      0.9087 
     1.9140      6.7402      0.0000      4.0000      0.0000   1604.4655     40.6450      1.1318      1.1262    889.4634    117.4782    136.4610      1.4235      1.6295      0.9086 
     1.9140      6.7371      0.0000      4.0000      0.0000   1604.4595     40.6450      1.1318      1.1262    889.4588    117.4775    136.4603      1.4235      1.6295      0.9086 
     1.9140      6.7340      0.0000      4.0000      0.0000   1604.4535     40.6449      1.1318      1.1262    889.4543    117.4769    136.4596      1.4235      1.6295      0.9086 
     1.9140      6.7309      0.0000      4.0000      0.0000   1604.4475     40.6448      1.1318      1.1262    889.4497    117.4762    136.4589      1.4235      1.6295      0.9086 
     1.9140      6.7278      0.0000      4.0000      0.0000   1604.4415     40.6447      1.1318      1.1262    889.4452    117.4755    136.4583      1.4235      1.6295      0.9086 
     1.9140      6.7247      0.0000      4.0000      0.0000   1604.4355     40.6446      1.1318      1.1262    889.4406    117.4748    136.4576      1.4235      1.6295      0.9086 
     1.9140      6.7216      0.0000      4.0000      0.0000   1604.4294     40.6445      1.1318      1.1262    889.4361    117.4741    136.4569      1.4235      1.6295      0.9086 
     1.9140      6.7185      0.0000      4.0000      0.0000   1604.4234     40.6445      1.1318      1.1262    889.4315    117.4734    136.4562      1.4235      1.6295      0.9086 
     1.9140      6.7154      0.0000      4.0000      0.0000   1604.4174     40.6444      1.1318      1.1262    889.4270    117.4727    136.4555      1.4235      1.6295      0.9086 
     1.9140      6.7123      0.0000      4.0000      0.0000   1604.4113     40.6443      1.1318      1.1262    889.4224    117.4720    136.4549      1.4235      1.6295      0.9086 
     1.9140      6.7092      0.0000      4.0000      0.0000   1604.4053     40.6442      1.1318      1.1262    889.4178    117.4713    136.4542      1.4235      1.6295      0.9086 
     1.9140      6.7061      0.0000      4.0000      0.0000   1604.3992     40.6441      1.1318      1.1262    889.4133    117.4706    136.4535      1.4235      1.6295      0.9086 
     1.9140      6.7030      0.0000      4.0000      0.0000   1604.3932     40.6441      1.1318      1.1262    889.4087    117.4699    136.4528      1.4235      1.6295      0.9086 
     1.9140      6.6999      0.0000      4.0000      0.0000   1604.3871     40.6440      1.1318      1.1262    889.4041    117.4692    136.4521      1.4235      1.6295      0.9086 
     1.9140      6.6968      0.0000      4.0000      0.0000   1604.3810     40.6439      1.1318      1.1262    889.3995    117.4685    136.4515      1.4235      1.6295      0.9086 
     1.9140      6.6937      0.0000      4.0000      0.0000   1604.3750     40.6438      1.1318      1.1262    889.3950    117.4678    136.4508      1.4235      1.6295      0.9086 
     1.9140      6.6906      0.0000      4.0000      0.0000   1604.3689     40.6437      1.1318      1.1262    889.3904    117.4671    136.4501      1.4235      1.6295      0.9086 
     1.9140      6.6875      0.0000      4.0000      0.0000   1604.3628     40.6437      1.1318      1.1262    889.3858    117.4664    136.4494      1.4235      1.6295      0.9086 
     1.9140      6.6844      0.0000      4.0000      0.0000   1604.3567     40.6436      1.1318      1.1262    889.3812    117.4658    136.4487      1.4235      1.6295      0.9086 
     1.9140      6.6813      0.0000      4.0000      0.0000   1604.3506     40.6435      1.1318      1.1262    889.3766    117.4651    136.4480      1.4235      1.6295      0.9086 
     1.9140      6.6782      0.0000      4.0000      0.0000   1604.3445     40.6434      1.1318      1.1262    889.3720    117.4644    136.4474      1.4235      1.6295      0.9086 
     1.9140      6.6751      0.0000      4.0000      0.0000   1604.3384     40.6433      1.1318      1.1262    889.3674    117.4637    136.4467      1.4235      1.6295      0.9086 
     1.9140      6.6720      0.0000      4.0000      0.0000   1604.3323     40.6432      1.1318      1.1262    889.3628    117.4630    136.4460      1.4235      1.6295      0.9086 
     1.9140      6.6689      0.0000      4.0000      0.0000   1604.3262     40.6432      1.1318      1.1262    889.3582    117.4623    136.4453      1.4235      1.6295      0.9085 
     1.9140      6.6658      0.0000      4.0000      0.0000   1604.3201     40.6431      1.1318      1.1262    889.3536    117.4616    136.4446      1.4235      1.6295      0.9085 
     1.9140      6.6627      0.0000      4.0000      0.0000   1604.3140     40.6430      1.1318      1.1262    889.3490    117.4609    136.4439      1.4235      1.6295      0.9085 
     1.9140      6.6596      0.0000      4.0000      0.0000   1604.3078     40.6429      1.1318      1.1262    889.3444    117.4602    136.4432      1.4235      1.6295      0.9085 
     1.9140      6.6565      0.0000      4.0000      0.0000   1604.3017     40.6428      1.1318      1.1262    889.3398    117.4595    136.4426      1.4235      1.6295      0.9085 
     1.9140      6.6534      0.0000      4.0000      0.0000   1604.2956     40.6428      1.1318      1.1262    889.3352    117.4588    136.4419      1.4235      1.6295      0.9085 
     1.9140      6.6503      0.0000      4.0000      0.0000   1604.2894     40.6427      1.1318      1.1262    889.3306    117.4581    136.4412      1.4235      1.6295      0.9085 
     1.9140      6.6472      0.0000      4.0000      0.0000   1604.2833     40.6426      1.1318      1.1262    889.3260    117.4574    136.4405      1.4235      1.6295      0.9085 
     1.9140      6.6441      0.0000      4.0000      0.0000   1604.2771     40.6425      1.1318      1.1262    889.3214    117.4567    136.4398      1.4235      1.6295      0.9085 
     1.9140      6.6410      0.0000      4.0000      0.0000   1604.2710     40.6424      1.1318      1.1262    889.3168    117.4560    136.4391      1.4235      1.6295      0.9085 
     1.9140      6.6379      0.0000      4.0000      0.0000   1604.2648     40.6423      1.1318      1.1262    889.3122    117.4553    136.4384      1.4235      1.6295      0.9085 
     1.9140      6.6348      0.0000      4.0000      0.0000   1604.2587     40.6423      1.1318      1.1262    889.3075    117.4546    136.4377      1.4235      1.6295      0.9085 
     1.9140      6.6317      0.0000      4.0000      0.0000   1604.2525     40.6422      1.1318      1.1262    889.3029    117.4539    136.4370      1.4235      1.6295      0.9085 
     1.9140      6.6286      0.0000      4.0000      0.0000   1604.2463     40.6421      1.1318      1.1262    889.2983    117.4532    136.4364      1.4235      1.6295      0.9085 
     1.9140      6.6255      0.0000      4.0000      0.0000   1604.2401     40.6420      1.1318      1.1262    889.2937    117.4525    136.4357      1.4235      1.6295      0.9085 
     1.9140      6.6224      0.0000      4.0000      0.0000   1604.2339     40.6419      1.1318      1.1262    889.2890    117.4517    136.4350      1.4235      1.6295      0.9085 
     1.9140      6.6193      0.0000      4.0000      0.0000   1604.2277     40.6418      1.1318      1.1262    889.2844    117.4510    136.4343      1.4235      1.6295      0.9085 
     1.9140      6.6162      0.0000      4.0000      0.0000   1604.2215     40.6418      1.1318      1.1262    889.2798    117.4503    136.4336      1.4235      1.6295      0.9085 
     1.9140      6.6131      0.0000      4.0000      0.0000   1604.2153     40.6417      1.1318      1.1262    889.2751    117.4496    136.4329      1.4235      1.6295      0.9085 
     1.9140      6.6100      0.0000      4.0000      0.0000   1604.2091     40.6416      1.1318      1.1262    889.2705    117.4489    136.4322      1.4235      1.6295      0.9085 
     1.9140      6.6069      0.0000      4.0000      0.0000   1604.2029     40.6415      1.1318      1.1262    889.2658    117.4482    136.4315      1.4235      1.6295      0.9085 
     1.9140      6.6038      0.0000      4.0000      0.0000   1604.1967     40.6414      1.1318      1.1262    889.2612    117.4475    136.4308      1.4235      1.6295      0.9085 
     1.9140      6.6007      0.0000      4.0000      0.0000   1604.1905     40.6414      1.1318      1.1262    889.2565    117.4468    136.4301      1.4235      1.6295      0.9085 
     1.9140      6.5976      0.0000      4.0000      0.0000   1604.1843     40.6413      1.1318      1.1262    889.2519    117.4461    136.4294      1.4235      1.6295      0.9085 
     1.9140      6.5945      0.0000      4.0000      0.0000   1604.1780     40.6412      1.1318      1.1262    889.2472    117.4454    136.4287      1.4235      1.6295      0.9084 
     1.9140      6.5914      0.0000      4.0000      0.0000   1604.1718     40.6411      1.1318      1.1262    889.2426    117.4447    136.4281      1.4235      1.6295      0.9084 
     1.9140      6.5883      0.0000      4.0000      0.0000   1604.1655     40.6410      1.1318      1.1262    889.2379    117.4440    136.4274      1.4235      1.6295      0.9084 
     1.9140      6.5852      0.0000      4.0000      0.0000   1604.1593     40.6409      1.1318      1.1262    889.2333    117.4433    136.4267      1.4235      1.6295      0.9084 
     1.9140      6.5821      0.0000      4.0000      0.0000   1604.1530     40.6408      1.1318      1.1261    889.2286    117.4426    136.4260      1.4235      1.6295      0.9084 
     1.9140      6.5790      0.0000      4.0000      0.0000   1604.1468     40.6408      1.1318      1.1261    889.2239    117.4419    136.4253      1.4235      1.6295      0.9084 
     1.9140      6.5759      0.0000      4.0000      0.0000   1604.1405     40.6407      1.1318      1.1261    889.2193    117.4412    136.4246      1.4235      1.6295      0.9084 
     1.9140      6.5728      0.0000      4.0000      0.0000   1604.1343     40.6406      1.1318      1.1261    889.2146    117.4404    136.4239      1.4235      1.6295      0.9084 
     1.9140      6.5697      0.0000      4.0000      0.0000   1604.1280     40.6405      1.1319      1.1261    889.2099    117.4397    136.4232      1.4235      1.6295      0.9084 
     1.9140      6.5666      0.0000      4.0000      0.0000   1604.1217     40.6404      1.1319      1.1261    889.2053    117.4390    136.4225      1.4235      1.6295      0.9084 
     1.9140      6.5635      0.0000      4.0000      0.0000   1604.1154     40.6403      1.1319      1.1261    889.2006    117.4383    136.4218      1.4235      1.6295      0.9084 
     1.9140      6.5604      0.0000      4.0000      0.0000   1604.1091     40.6403      1.1319      1.1261    889.1959    117.4376    136.4211      1.4235      1.6295      0.9084 
     1.9140      6.5573      0.0000      4.0000      0.0000   1604.1028     40.6402      1.1319      1.1261    889.1912    117.4369    136.4204      1.4235      1.6295      0.9084 
     1.9140      6.5542      0.0000      4.0000      0.0000   1604.0965     40.6401      1.1319      1.1261    889.1865    117.4362    136.4197      1.4235      1.6295      0.9084 
     1.9140      6.5511      0.0000      4.0000      0.0000   1604.0902     40.6400      1.1319      1.1261    889.1819    117.4355    136.4190      1.4235      1.6295      0.9084 
     1.9140      6.5480      0.0000      4.0000      0.0000   1604.0839     40.6399      1.1319      1.1261    889.1772    117.4348    136.4183      1.4235      1.6295      0.9084 
     1.9140      6.5449      0.0000      4.0000      0.0000   1604.0776     40.6398      1.1319      1.1261    889.1725    117.4340    136.4176      1.4235      1.6295      0.9084 
     1.9140      6.5418      0.0000      4.0000      0.0000   1604.0713     40.6398      1.1319      1.1261    889.1678    117.4333    136.4169      1.4235      1.6295      0.9084 
     1.9140      6.5387      0.0000      4.0000      0.0000   1604.0650     40.6397      1.1319      1.1261    889.1631    117.4326    136.4162      1.4235      1.6295      0.9084 
     1.9140      6.5356      0.0000      4.0000      0.0000   1604.0586     40.6396      1.1319      1.1261    889.1584    117.4319    136.4155      1.4235      1.6295      0.9084 
     1.9140      6.5325      0.0000      4.0000      0.0000   1604.0523     40.6395      1.1319      1.1261    889.1537    117.4312    136.4148      1.4235      1.6295      0.9084 
     1.9140      6.5294      0.0000      4.0000      0.0000   1604.0460     40.6394      1.1319      1.1261    889.1490    117.4305    136.4141      1.4235      1.6295      0.9084 
     1.9140      6.5263      0.0000      4.0000      0.0000   1604.0396     40.6393      1.1319      1.1261    889.1443    117.4298    136.4134      1.4235      1.6295      0.9084 
     1.9140      6.5232      0.0000      4.0000      0.0000   1604.0333     40.6392      1.1319      1.1261    889.1396    117.4291    136.4127      1.4235      1.6295      0.9083 
     1.9140      6.5201      0.0000      4.0000      0.0000   1604.0269     40.6392      1.1319      1.1261    889.1349    117.4283    136.4120      1.4235      1.6295      0.9083 
     1.9140      6.5170      0.0000      4.0000      0.0000   1604.0205     40.6391      1.1319      1.1261    889.1301    117.4276    136.4113      1.4235      1.6295      0.9083 
     1.9140      6.5139      0.0000      4.0000      0.0000   1604.0142     40.6390      1.1319      1.1261    889.1254    117.4269    136.4106      1.4235      1.6295      0.9083 
     1.9140      6.5108      0.0000      4.0000      0.0000   1604.0078     40.6389      1.1319      1.1261    889.1207    117.4262    136.4099      1.4235      1.6295      0.9083 
     1.9140      6.5077      0.0000      4.0000      0.0000   1604.0014     40.6388      1.1319      1.1261    889.1160    117.4255    136.4092      1.4235      1.6295      0.9083 
     1.9140      6.5046      0.0000      4.0000      0.0000   1603.9950     40.6387      1.1319      1.1261    889.1113    117.4248    136.4085      1.4235      1.6295      0.9083 
     1.9140      6.5015      0.0000      4.0000      0.0000   1603.9887     40.6387      1.1319      1.1261    889.1065    117.4240    136.4078      1.4235      1.6295      0.9083 
     1.9140      6.4984      0.0000      4.0000      0.0000   1603.9823     40.6386      1.1319      1.1261    889.1018    117.4233    136.4071      1.4235      1.6295      0.9083 
     1.9140      6.4953      0.0000      4.0000      0.0000   1603.9759     40.6385      1.1319      1.1261    889.0971    117.4226    136.4064      1.4235      1.6295      0.9083 
     1.9140      6.4922      0.0000      4.0000      0.0000   1603.9695     40.6384      1.1319      1.1261    889.0924    117.4219    136.4057      1.4235      1.6295      0.9083 
     1.9140      6.4891      0.0000      4.0000      0.0000   1603.9631     40.6383      1.1319      1.1261    889.0876    117.4212    136.4050      1.4235      1.6295      0.9083 
     1.9140      6.4860      0.0000      4.0000      0.0000   1603.9566     40.6382      1.1319      1.1261    889.0829    117.4204    136.4042      1.4235      1.6295      0.9083 
     1.9140      6.4829      0.0000      4.0000      0.0000   1603.9502     40.6381      1.1319      1.1261    889.0781    117.4197    136.4035      1.4235      1.6295      0.9083 
     1.9140      6.4798      0.0000      4.0000      0.0000   1603.9438     40.6381      1.1319      1.1261    889.0734    117.4190    136.4028      1.4235      1.6295      0.9083 
     1.9140      6.4767      0.0000      4.0000      0.0000   1603.9374     40.6380      1.1319      1.1261    889.0687    117.4183    136.4021      1.4235      1.6295      0.9083 
     1.9140      6.4736      0.0000      4.0000      0.0000   1603.9309     40.6379      1.1319      1.1261    889.0639    117.4176    136.4014      1.4235      1.6295      0.9083 
     1.9140      6.4705      0.0000      4.0000      0.0000   1603.9245     40.6378      1.1319      1.1261    889.0592    117.4168    136.4007      1.4235      1.6295      0.9083 
     1.9140      6.4674      0.0000      4.0000      0.0000   1603.9180     40.6377      1.1319      1.1261    889.0544    117.4161    136.4000      1.4235      1.6295      0.9083 
     1.9140      6.4643      0.0000      4.0000      0.0000   1603.9116     40.6376      1.1319      1.1261    889.0497    117.4154    136.3993      1.4235      1.6295      0.9083 
     1.9140      6.4612      0.0000      4.0000      0.0000   1603.9051     40.6375      1.1319      1.1261    889.0449    117.4147    136.3986      1.4235      1.6295      0.9083 
     1.9140      6.4581      0.0000      4.0000      0.0000   1603.8987     40.6374      1.1319      1.1261    889.0401    117.4140    136.3979      1.4235      1.6295      0.9083 
     1.9140      6.4550      0.0000      4.0000      0.0000   1603.8922     40.6374      1.1319      1.1261    889.0354    117.4132    136.3972      1.4235      1.6295      0.9083 
     1.9140      6.4519      0.0000      4.0000      0.0000   1603.8857     40.6373      1.1319      1.1261    889.0306    117.4125    136.3965      1.4235      1.6295      0.9082 
     1.9140      6.4488      0.0000      4.0000      0.0000   1603.8792     40.6372      1.1319      1.1261    889.0259    117.4118    136.3957      1.4235      1.6295      0.9082 
